"ID"	"Population"	"Sex"	"V3"	"V4"
"NA12827_vss"	"VSS"	"male"	-0.015606	-0.0147456
"NA12828_vss"	"VSS"	"female"	-0.0153865	-0.0139461
"NA12829"	"CEU"	"1456"	-0.0151744	-0.01473
"NA12829_vss"	"VSS"	"male"	-0.0151639	-0.0147358
"NA12830"	"CEU"	"1456"	-0.0156751	-0.0137494
"NA12830_vss"	"VSS"	"female"	-0.0156515	-0.0137617
"NA12842"	"CEU"	"1458"	-0.0158789	-0.0150699
"NA12842_vss"	"VSS"	"male"	-0.0158712	-0.0150599
"NA12843"	"CEU"	"1458"	-0.0155417	-0.0138791
"NA12843_vss"	"VSS"	"female"	-0.0155324	-0.0138972
"NA12872"	"CEU"	"1459"	-0.0152382	-0.0132409
"NA12872_vss"	"VSS"	"male"	-0.0152872	-0.0132675
"NA12873"	"CEU"	"1459"	-0.0156751	-0.0139989
"NA12873_vss"	"VSS"	"female"	-0.0157656	-0.0139888
"NA12874"	"CEU"	"1459"	-0.0147159	-0.014078
"NA12874_vss"	"VSS"	"male"	-0.0148196	-0.0140863
"NA12878_vss"	"VSS"	"female"	-0.0152982	-0.0140349
"NA12889"	"CEU"	"1463"	-0.0152149	-0.0149968
"NA12889_vss"	"VSS"	"male"	-0.0152131	-0.0149847
"NA12890"	"CEU"	"1463"	-0.0153182	-0.0142197
"NA12890_vss"	"VSS"	"female"	-0.0153203	-0.0141944
"NA18486"	"YRI"	"Y001"	0.0613163	-0.013909
"NA18487"	"YRI"	"Y002"	0.0613736	-0.0139844
"NA18489"	"YRI"	"Y002"	0.0609859	-0.0137747
"NA18498"	"YRI"	"Y003"	0.0613046	-0.0139076
"NA18499"	"YRI"	"Y003"	0.0621243	-0.0130453
"NA18501"	"YRI"	"Y004"	0.0620377	-0.0139297
"NA18502"	"YRI"	"Y004"	0.0615788	-0.0143654
"NA18504"	"YRI"	"Y005"	0.0622039	-0.0138629
"NA18505"	"YRI"	"Y005"	0.0622729	-0.0142882
"NA18507"	"YRI"	"Y009"	0.0619051	-0.0138171
"NA18508"	"YRI"	"Y009"	0.0619906	-0.0136859
"NA18510"	"YRI"	"Y010"	0.0614868	-0.0136994
"NA18511"	"YRI"	"Y010"	0.0612755	-0.0136885
"NA18516"	"YRI"	"Y013"	0.0622921	-0.0142866
"NA18517"	"YRI"	"Y013"	0.061252	-0.0138997
"NA18519"	"YRI"	"Y014"	0.0617796	-0.0141528
"NA18520"	"YRI"	"Y014"	0.0612112	-0.0144838
"NA18522"	"YRI"	"Y016"	0.0612626	-0.0144125
"NA18523"	"YRI"	"Y016"	0.0613321	-0.0140995
"NA18525"	"CHB"	"female"	0.000736647	0.051523
"NA18526"	"CHB"	"female"	0.000911702	0.0521958
"NA18527"	"CHB"	"female"	0.000901936	0.0509493
"NA18528"	"CHB"	"female"	0.00127317	0.0505867
"NA18530"	"CHB"	"male"	0.000958937	0.051014
"NA18532"	"CHB"	"female"	0.000701507	0.0520216
"NA18534"	"CHB"	"male"	0.000753667	0.0515599
"NA18535"	"CHB"	"female"	0.000333239	0.0504004
"NA18536"	"CHB"	"male"	0.000154381	0.0511058
"NA18537"	"CHB"	"female"	0.000196864	0.051268
"NA18538"	"CHB"	"female"	0.000486215	0.0504
"NA18539"	"CHB"	"female"	0.000649205	0.0517955
"NA18541"	"CHB"	"female"	0.000856795	0.050971
"NA18542"	"CHB"	"female"	0.000790542	0.0505271
"NA18543"	"CHB"	"male"	0.000420445	0.0520996
"NA18544"	"CHB"	"male"	0.000283609	0.0509833
"NA18545"	"CHB"	"female"	0.000722757	0.0521044
"NA18546"	"CHB"	"male"	0.000734532	0.0520589
"NA18547"	"CHB"	"female"	0.000997427	0.05083
"NA18548"	"CHB"	"male"	0.000644971	0.0518045
"NA18549"	"CHB"	"male"	0.00133768	0.0519261
"NA18550"	"CHB"	"female"	0.000816899	0.050767
"NA18552"	"CHB"	"female"	0.000247018	0.0520541
"NA18553"	"CHB"	"female"	0.000828019	0.0505231
"NA18555"	"CHB"	"female"	0.000627056	0.0515329
"NA18557"	"CHB"	"male"	0.000939376	0.0518343
"NA18558"	"CHB"	"male"	0.000120838	0.0508258
"NA18559"	"CHB"	"male"	0.000630931	0.0517463
"NA18560"	"CHB"	"female"	0.000819972	0.0521405
"NA18561"	"CHB"	"male"	0.000166728	0.050602
"NA18562"	"CHB"	"male"	0.000518931	0.0508279
"NA18563"	"CHB"	"male"	0.00057057	0.0514038
"NA18564"	"CHB"	"female"	0.000502885	0.0506447
"NA18565"	"CHB"	"female"	0.000761228	0.05209
"NA18566"	"CHB"	"female"	0.000168307	0.0514433
"NA18567"	"CHB"	"female"	0.000973009	0.0511961
"NA18570"	"CHB"	"female"	0.0007601	0.0524173
"NA18571"	"CHB"	"female"	0.000625125	0.0505832
"NA18572"	"CHB"	"male"	0.0011467	0.0531804
"NA18573"	"CHB"	"female"	0.000832257	0.051629
"NA18574"	"CHB"	"female"	0.000258192	0.0520836
"NA18576"	"CHB"	"female"	0.000415946	0.0506176
"NA18577"	"CHB"	"female"	0.00076906	0.052255
"NA18579"	"CHB"	"female"	0.000728551	0.0510843
"NA18582"	"CHB"	"female"	0.000486408	0.0519864
"NA18592"	"CHB"	"female"	0.000273644	0.0512948
"NA18593"	"CHB"	"female"	0.00073278	0.0516175
"NA18595"	"CHB"	"female"	-7.84453e-05	0.0515538
"NA18596"	"CHB"	"female"	0.000603455	0.0525385
"NA18597"	"CHB"	"female"	0.000548548	0.0509596
"NA18599"	"CHB"	"female"	0.000694696	0.0511248
"NA18602"	"CHB"	"female"	0.000328158	0.0514179
"NA18603"	"CHB"	"male"	0.000767042	0.0527175
"NA18605"	"CHB"	"male"	0.000615911	0.0523923
"NA18606"	"CHB"	"male"	0.000682418	0.0523127
"NA18608"	"CHB"	"male"	-0.00036508	0.0505192
"NA18609"	"CHB"	"male"	0.000102176	0.0502937
"NA18610"	"CHB"	"female"	0.000296587	0.0512426
"NA18611"	"CHB"	"male"	0.000821984	0.0509472
"NA18612"	"CHB"	"male"	0.000873987	0.0515024
"NA18613"	"CHB"	"male"	-0.000151891	0.0513559
"NA18614"	"CHB"	"female"	0.000376452	0.0522912
"NA18615"	"CHB"	"female"	0.000677069	0.050917
"NA18616"	"CHB"	"female"	9.1748e-05	0.0522388
"NA18617"	"CHB"	"female"	0.000854699	0.0521193
"NA18618"	"CHB"	"female"	0.000626149	0.0508585
"NA18619"	"CHB"	"female"	0.000604437	0.0507804
"NA18620"	"CHB"	"male"	0.000393403	0.0515671
"NA18621"	"CHB"	"male"	0.000266865	0.0518869
"NA18622"	"CHB"	"male"	0.000616146	0.0515268
"NA18623"	"CHB"	"male"	0.000420028	0.0505619
"NA18624"	"CHB"	"male"	0.000687749	0.0519639
"NA18626"	"CHB"	"female"	0.000262696	0.0500747
"NA18627"	"CHB"	"female"	0.00020782	0.0518128
"NA18628"	"CHB"	"female"	0.00106559	0.0514553
"NA18630"	"CHB"	"female"	0.000645164	0.0514316
"NA18631"	"CHB"	"female"	0.000844967	0.0526704
"NA18632"	"CHB"	"male"	0.00142599	0.0523752
"NA18633"	"CHB"	"male"	0.000820352	0.0528192
"NA18634"	"CHB"	"female"	0.000998325	0.052039
"NA18635"	"CHB"	"male"	0.000262516	0.0511569
"NA18636"	"CHB"	"male"	0.00135382	0.0516414
"NA18637"	"CHB"	"male"	0.000989091	0.0519626
"NA18638"	"CHB"	"male"	0.00110506	0.0511578
"NA18639"	"CHB"	"male"	0.00109214	0.051549
"NA18640"	"CHB"	"female"	0.000659687	0.0513991
"NA18641"	"CHB"	"female"	0.00104986	0.0519209
"NA18642"	"CHB"	"female"	0.000729345	0.0488917
"NA18643"	"CHB"	"male"	0.000881762	0.0515242
"NA18645"	"CHB"	"male"	0.00134561	0.0525874
"NA18647"	"CHB"	"male"	0.000191296	0.0499907
"NA18740"	"CHB"	"male"	0.00116093	0.0518099
"NA18745"	"CHB"	"male"	0.000270642	0.0519147
"NA18747"	"CHB"	"male"	0.000663936	0.0512957
"NA18748"	"CHB"	"male"	0.00107583	0.0519861
"NA18749"	"CHB"	"male"	0.000961213	0.0510143
"NA18757"	"CHB"	"male"	0.00034238	0.0517139
"NA18853"	"YRI"	"Y018"	0.062182	-0.0140293
"NA18856"	"YRI"	"Y023"	0.0608888	-0.0137757
"NA18858"	"YRI"	"Y012"	0.0614059	-0.0140317
"NA18861"	"YRI"	"Y024"	0.0614622	-0.0134303
"NA18867"	"YRI"	"Y007"	0.0613654	-0.0137691
"NA18868"	"YRI"	"Y007"	0.0617627	-0.0141795
"NA18870"	"YRI"	"Y017"	0.0622256	-0.0144865
"NA18871"	"YRI"	"Y017"	0.063224	-0.0144031
"NA18873"	"YRI"	"Y019"	0.0615292	-0.0135155
"NA18874"	"YRI"	"Y019"	0.0612865	-0.0135959
"NA18907"	"YRI"	"Y025"	0.0619381	-0.0133794
"NA18908"	"YRI"	"Y025"	0.0618631	-0.0138937
"NA18909"	"YRI"	"Y027"	0.0617832	-0.0133442
"NA18910"	"YRI"	"Y027"	0.0611573	-0.0137502
"NA18912"	"YRI"	"Y028"	0.0619727	-0.0138099
"NA18916"	"YRI"	"Y030"	0.0621352	-0.0141136
"NA18917"	"YRI"	"Y030"	0.0620693	-0.0143216
"NA18923"	"YRI"	"Y033"	0.0614406	-0.0137032
"NA18924"	"YRI"	"Y033"	0.0611259	-0.0134549
"NA18933"	"YRI"	"Y036"	0.0621638	-0.0137767
"NA18934"	"YRI"	"Y036"	0.0616059	-0.0143451
"NA18939"	"JPT"	"female"	0.000828236	0.0514143
"NA18940"	"JPT"	"male"	0.000737697	0.0508932
"NA18941"	"JPT"	"female"	0.000786214	0.051576
"NA18942"	"JPT"	"female"	0.00137257	0.0518617
"NA18943"	"JPT"	"male"	0.00015312	0.0520544
"NA18944"	"JPT"	"male"	0.000483016	0.0514004
"NA18945"	"JPT"	"male"	0.000942931	0.0510426
"NA18946"	"JPT"	"female"	0.000806446	0.051154
"NA18947"	"JPT"	"female"	0.0010003	0.0511268
"NA18948"	"JPT"	"male"	0.00127848	0.0507948
"NA18949"	"JPT"	"female"	0.000151955	0.0509543
"NA18950"	"JPT"	"female"	0.000839585	0.0516417
"NA18951"	"JPT"	"female"	0.000825168	0.0514889
"NA18952"	"JPT"	"male"	0.000398688	0.0515106
"NA18953"	"JPT"	"male"	0.000436855	0.0519167
"NA18954"	"JPT"	"female"	0.000724874	0.0513087
"NA18956"	"JPT"	"female"	0.00102405	0.0515552
"NA18957"	"JPT"	"female"	0.000803551	0.0508192
"NA18959"	"JPT"	"male"	0.000641082	0.051332
"NA18960"	"JPT"	"male"	0.0013726	0.0516182
"NA18961"	"JPT"	"male"	0.000495069	0.0515818
"NA18962"	"JPT"	"male"	0.000879072	0.051761
"NA18963"	"JPT"	"female"	0.000792739	0.0515534
"NA18964"	"JPT"	"female"	0.000895727	0.0509215
"NA18965"	"JPT"	"male"	0.000861965	0.0515357
"NA18966"	"JPT"	"male"	0.000988995	0.0511371
"NA18968"	"JPT"	"female"	0.00124099	0.0517145
"NA18971"	"JPT"	"male"	0.000713179	0.0518315
"NA18973"	"JPT"	"female"	9.39151e-05	0.0508
"NA18974"	"JPT"	"male"	0.000895021	0.0514996
"NA18975"	"JPT"	"female"	0.000238315	0.0513097
"NA18976"	"JPT"	"female"	0.000989568	0.0521992
"NA18977"	"JPT"	"male"	0.000374125	0.0510006
"NA18978"	"JPT"	"female"	0.0009141	0.0510333
"NA18980"	"JPT"	"female"	0.000339825	0.051283
"NA18981"	"JPT"	"female"	0.000288211	0.0508374
"NA18982"	"JPT"	"male"	0.000715114	0.0507685
"NA18983"	"JPT"	"male"	0.000572777	0.0512899
"NA18984"	"JPT"	"male"	0.00114734	0.0507862
"NA18985"	"JPT"	"male"	0.00081943	0.0514969
"NA18986"	"JPT"	"male"	0.00111093	0.0509552
"NA18987"	"JPT"	"female"	0.000426203	0.0506232
"NA18988"	"JPT"	"male"	0.00138338	0.0516973
"NA18989"	"JPT"	"male"	0.00086974	0.0513627
"NA18990"	"JPT"	"male"	0.00138194	0.0517573
"NA18992"	"JPT"	"female"	0.000524596	0.0508697
"NA18994"	"JPT"	"male"	0.00106066	0.0516128
"NA18995"	"JPT"	"male"	0.000440387	0.0512738
"NA18998"	"JPT"	"female"	0.00118089	0.0512032
"NA18999"	"JPT"	"female"	0.000733652	0.0510722
"NA19000"	"JPT"	"male"	0.000870207	0.0519915
"NA19002"	"JPT"	"female"	0.000421323	0.0503831
"NA19003"	"JPT"	"female"	0.000695464	0.0514725
"NA19004"	"JPT"	"male"	0.000717273	0.0519413
"NA19005"	"JPT"	"male"	0.00102985	0.0512128
"NA19007"	"JPT"	"male"	0.000215706	0.0510255
"NA19009"	"JPT"	"male"	0.000540319	0.0515312
"NA19010"	"JPT"	"female"	0.000587215	0.0515689
"NA19012"	"JPT"	"male"	0.000651076	0.0511096
"NA19020"	"LWK"	"male"	0.0570035	-0.0134152
"NA19028"	"LWK"	"male"	0.0564046	-0.0130327
"NA19035"	"LWK"	"male"	0.0579291	-0.0136421
"NA19036"	"LWK"	"female"	0.0581145	-0.0134116
"NA19038"	"LWK"	"female"	0.058434	-0.0134621
"NA19041"	"LWK"	"male"	0.0580425	-0.0126998
"NA19044"	"LWK"	"male"	0.057456	-0.0132287
"NA19046"	"LWK"	"male"	0.0585389	-0.0131819
"NA19054"	"JPT"	"female"	0.00065843	0.0511217
"NA19055"	"JPT"	"male"	0.000769391	0.0517814
"NA19056"	"JPT"	"male"	0.000565648	0.0506706
"NA19057"	"JPT"	"female"	6.95084e-05	0.0506159
"NA19058"	"JPT"	"male"	0.000711414	0.0511435
"NA19059"	"JPT"	"female"	7.64145e-05	0.0510275
"NA19060"	"JPT"	"male"	0.00066308	0.0510973
"NA19062"	"JPT"	"male"	0.000918956	0.0510993
"NA19063"	"JPT"	"male"	0.00057657	0.0514789
"NA19064"	"JPT"	"female"	0.000917107	0.0519604
"NA19065"	"JPT"	"female"	0.000700618	0.0507686
"NA19066"	"JPT"	"male"	0.000919918	0.0517802
"NA19067"	"JPT"	"male"	0.00100294	0.0519507
"NA19068"	"JPT"	"male"	0.000144297	0.0518761
"NA19070"	"JPT"	"male"	0.000555306	0.0514733
"NA19072"	"JPT"	"male"	0.000648091	0.0511355
"NA19074"	"JPT"	"female"	0.000524081	0.0521745
"NA19075"	"JPT"	"male"	-7.5426e-05	0.0511664
"NA19076"	"JPT"	"male"	8.74482e-05	0.0508628
"NA19077"	"JPT"	"female"	0.000564381	0.0514472
"NA19078"	"JPT"	"female"	0.000626053	0.0512742
"NA19079"	"JPT"	"male"	0.00133781	0.0517361
"NA19080"	"JPT"	"female"	0.00110699	0.0518058
"NA19081"	"JPT"	"female"	0.000483775	0.0507647
"NA19082"	"JPT"	"male"	0.0010026	0.0517483
"NA19083"	"JPT"	"male"	0.000988846	0.0509284
"NA19084"	"JPT"	"female"	0.000534964	0.0514074
"NA19085"	"JPT"	"male"	0.000597593	0.0506857
"NA19087"	"JPT"	"female"	0.000226022	0.0517893
"NA19088"	"JPT"	"male"	0.000541505	0.0517504
"NA19093"	"YRI"	"Y040"	0.0610715	-0.0134817
"NA19095"	"YRI"	"Y041"	0.0626002	-0.0144049
"NA19096"	"YRI"	"Y041"	0.0618327	-0.0138835
"NA19098"	"YRI"	"Y105"	0.061176	-0.0136983
"NA19099"	"YRI"	"Y105"	0.0619932	-0.0142814
"NA19102"	"YRI"	"Y042"	0.0617785	-0.0141082
"NA19107"	"YRI"	"Y006"	0.0610123	-0.0140234
"NA19108"	"YRI"	"Y006"	0.0614824	-0.013876
"NA19113"	"YRI"	"Y079"	0.0621623	-0.0132241
"NA19114"	"YRI"	"Y079"	0.0615354	-0.0140614
"NA19116"	"YRI"	"Y060"	0.0621993	-0.0141767
"NA19117"	"YRI"	"Y100"	0.0622231	-0.0139857
"NA19118"	"YRI"	"Y100"	0.059728	-0.0136388
"NA19119"	"YRI"	"Y060"	0.0620547	-0.0137504
"NA19121"	"YRI"	"Y061"	0.0616166	-0.0135324
"NA19129"	"YRI"	"Y077"	0.0608598	-0.0138326
"NA19130"	"YRI"	"Y101"	0.0616852	-0.0134742
"NA19131"	"YRI"	"Y101"	0.0623672	-0.0137525
"NA19137"	"YRI"	"Y043"	0.0614433	-0.0142103
"NA19138"	"YRI"	"Y043"	0.0616466	-0.0140966
"NA19146"	"YRI"	"Y075"	0.0621359	-0.0135261
"NA19147"	"YRI"	"Y075"	0.0619429	-0.0142207
"NA19149"	"YRI"	"Y073"	0.0620456	-0.0141131
"NA19150"	"YRI"	"Y073"	0.061909	-0.0139919
"NA19152"	"YRI"	"Y072"	0.061475	-0.0132637
"NA19160"	"YRI"	"Y056"	0.0622446	-0.0141724
"NA19171"	"YRI"	"Y047"	0.061317	-0.0138189
"NA19172"	"YRI"	"Y047"	0.0616667	-0.0141113
"NA19175"	"YRI"	"Y044"	0.0619146	-0.0140475
"NA19185"	"YRI"	"Y039"	0.0615815	-0.0139912
"NA19189"	"YRI"	"Y111"	0.0616422	-0.0142197
"NA19190"	"YRI"	"Y111"	0.0617969	-0.0135332
"NA19197"	"YRI"	"Y035"	0.0614433	-0.0139192
"NA19198"	"YRI"	"Y035"	0.0618287	-0.0141631
"NA19200"	"YRI"	"Y045"	0.0613145	-0.0135955
"NA19204"	"YRI"	"Y048"	0.0611734	-0.0132143
"NA19207"	"YRI"	"Y051"	0.0617733	-0.013598
"NA19209"	"YRI"	"Y050"	0.0616776	-0.0137145
"NA19213"	"YRI"	"Y110"	0.0615134	-0.0136177
"NA19222"	"YRI"	"Y058"	0.0617637	-0.0136475
"NA19223"	"YRI"	"Y058"	0.0613688	-0.0131993
"NA19225"	"YRI"	"Y057"	0.0615494	-0.0133439
"NA19235"	"YRI"	"Y116"	0.0618199	-0.0140946
"NA19236"	"YRI"	"Y116"	0.0622964	-0.0144155
"NA19247"	"YRI"	"Y120"	0.0614497	-0.01384
"NA19248"	"YRI"	"Y120"	0.0620023	-0.0142992
"NA19256"	"YRI"	"Y092"	0.0617006	-0.0134544
"NA19257"	"YRI"	"Y092"	0.0617279	-0.0143337
"NA19307"	"LWK"	"male"	0.0576813	-0.0128021
"NA19308"	"LWK"	"male"	0.057645	-0.0136616
"NA19309"	"LWK"	"male"	0.057836	-0.013561
"NA19310"	"LWK"	"female"	0.0594654	-0.0128437
"NA19311"	"LWK"	"male"	0.056254	-0.0126374
"NA19312"	"LWK"	"male"	0.0584605	-0.0132849
"NA19313"	"LWK"	"female"	0.0580961	-0.0130376
"NA19315"	"LWK"	"female"	0.0563097	-0.0130535
"NA19316"	"LWK"	"female"	0.0577651	-0.013164
"NA19317"	"LWK"	"male"	0.0590647	-0.0134681
"NA19318"	"LWK"	"male"	0.0585514	-0.0131508
"NA19319"	"LWK"	"male"	0.0576339	-0.0132344
"NA19321"	"LWK"	"female"	0.0576362	-0.012946
"NA19324"	"LWK"	"female"	0.057537	-0.0129965
"NA19327"	"LWK"	"female"	0.0559651	-0.0127916
"NA19328"	"LWK"	"female"	0.057719	-0.0132292
"NA19331"	"LWK"	"male"	0.0583687	-0.0130765
"NA19332"	"LWK"	"female"	0.0577488	-0.0126108
"NA19334"	"LWK"	"male"	0.0579808	-0.0129735
"NA19338"	"LWK"	"female"	0.0569293	-0.0130699
"NA19346"	"LWK"	"male"	0.0584956	-0.0131321
"NA19347"	"LWK"	"male"	0.0580578	-0.0135889
"NA19350"	"LWK"	"male"	0.0572319	-0.0130447
"NA19351"	"LWK"	"female"	0.0587613	-0.0131527
"NA19352"	"LWK"	"male"	0.059249	-0.0139052
"NA19355"	"LWK"	"female"	0.0573771	-0.0133783
"NA19359"	"LWK"	"male"	0.0587214	-0.0130964
"NA19360"	"LWK"	"male"	0.0584941	-0.0132361
"NA19371"	"LWK"	"male"	0.0576931	-0.0122673
"NA19372"	"LWK"	"male"	0.0586115	-0.0134602
"NA19373"	"LWK"	"male"	0.058105	-0.0131169
"NA19374"	"LWK"	"male"	0.0578987	-0.0124751
"NA19375"	"LWK"	"male"	0.0577384	-0.0133645
"NA19376"	"LWK"	"male"	0.0596495	-0.0134445
"NA19377"	"LWK"	"female"	0.0583423	-0.0138075
"NA19379"	"LWK"	"female"	0.0584087	-0.013689
"NA19380"	"LWK"	"male"	0.0568971	-0.0122856
"NA19381"	"LWK"	"female"	0.0566575	-0.0125489
"NA19382"	"LWK"	"male"	0.056695	-0.0121492
"NA19383"	"LWK"	"male"	0.0572286	-0.0127013
"NA19384"	"LWK"	"male"	0.0599373	-0.0136589
"NA19385"	"LWK"	"male"	0.0567592	-0.0130071
"NA19390"	"LWK"	"female"	0.0579286	-0.0126541
"NA19391"	"LWK"	"female"	0.0595379	-0.0137201
"NA19393"	"LWK"	"male"	0.058281	-0.0129687
"NA19394"	"LWK"	"male"	0.0582388	-0.0132205
"NA19395"	"LWK"	"female"	0.0568168	-0.0126637
"NA19396"	"LWK"	"female"	0.058828	-0.0132674
"NA19397"	"LWK"	"male"	0.0588088	-0.0133404
"NA19398"	"LWK"	"female"	0.058394	-0.0129538
"NA19399"	"LWK"	"female"	0.059492	-0.0135869
"NA19401"	"LWK"	"female"	0.0568623	-0.0128426
"NA19403"	"LWK"	"female"	0.0564609	-0.0135053
"NA19404"	"LWK"	"female"	0.0585027	-0.0131932
"NA19428"	"LWK"	"male"	0.0577498	-0.0131622
"NA19429"	"LWK"	"male"	0.0580035	-0.0129695
"NA19430"	"LWK"	"male"	0.0584555	-0.0137321
"NA19431"	"LWK"	"female"	0.0590614	-0.0128853
"NA19434"	"LWK"	"female"	0.0577672	-0.0129529
