"ID"	"Population"	"Sex"	"V3"	"V4"
"HG00116_vss"	"VSS"	"male"	-0.0158721	-0.0136756
"HG00117"	"GBR"	"male"	-0.0158645	-0.0142474
"HG00117_vss"	"VSS"	"male"	-0.0158443	-0.0142548
"HG00118"	"GBR"	"female"	-0.0155077	-0.0138007
"HG00118_vss"	"VSS"	"female"	-0.0155742	-0.0138345
"HG00119"	"GBR"	"male"	-0.0155143	-0.0137228
"HG00119_vss"	"VSS"	"male"	-0.015506	-0.0137301
"HG00120"	"GBR"	"female"	-0.0158647	-0.0146535
"HG00120_vss"	"VSS"	"female"	-0.0158502	-0.0146541
"HG00121"	"GBR"	"female"	-0.0159369	-0.0143799
"HG00121_vss"	"VSS"	"female"	-0.0159678	-0.0143589
"HG00122"	"GBR"	"female"	-0.0154724	-0.0135385
"HG00122_vss"	"VSS"	"female"	-0.0155471	-0.0135286
"HG00123"	"GBR"	"female"	-0.0151547	-0.0140717
"HG00123_vss"	"VSS"	"female"	-0.0151535	-0.0140653
"HG00124"	"GBR"	"female"	-0.0155033	-0.0139347
"HG00125"	"GBR"	"female"	-0.0153642	-0.0138253
"HG00125_vss"	"VSS"	"female"	-0.0153467	-0.0138495
"HG00126"	"GBR"	"male"	-0.0155299	-0.014774
"HG00126_vss"	"VSS"	"male"	-0.0155895	-0.0147727
"HG00127"	"GBR"	"female"	-0.0156836	-0.013886
"HG00127_vss"	"VSS"	"female"	-0.0156667	-0.0138806
"HG00128"	"GBR"	"female"	-0.0150829	-0.0150262
"HG00128_vss"	"VSS"	"female"	-0.0151956	-0.0150502
"HG00129"	"GBR"	"male"	-0.0154024	-0.0140301
"HG00129_vss"	"VSS"	"male"	-0.0154982	-0.0140686
"HG00130"	"GBR"	"female"	-0.01491	-0.0146811
"HG00130_vss"	"VSS"	"female"	-0.0149901	-0.0147013
"HG00131"	"GBR"	"male"	-0.0152797	-0.0143693
"HG00131_vss"	"VSS"	"male"	-0.0152805	-0.0143526
"HG00132_vss"	"VSS"	"female"	-0.0157664	-0.0142033
"HG00133"	"GBR"	"female"	-0.0156316	-0.0145528
"HG00133_vss"	"VSS"	"female"	-0.0156395	-0.01456
"HG00134"	"GBR"	"female"	-0.0153264	-0.0145837
"HG00135"	"GBR"	"female"	-0.0153328	-0.0143171
"HG00136"	"GBR"	"male"	-0.015534	-0.013766
"HG00136_vss"	"VSS"	"male"	-0.0155078	-0.0137528
"HG00137"	"GBR"	"female"	-0.0156512	-0.0145008
"HG00137_vss"	"VSS"	"female"	-0.0156133	-0.0144672
"HG00138"	"GBR"	"male"	-0.0154548	-0.0142725
"HG00138_vss"	"VSS"	"male"	-0.0154473	-0.0142737
"HG00139"	"GBR"	"male"	-0.0150437	-0.0146371
"HG00139_vss"	"VSS"	"male"	-0.0150359	-0.0146049
"HG00140"	"GBR"	"male"	-0.0157191	-0.0136383
"HG00140_vss"	"VSS"	"male"	-0.0157383	-0.0136363
"HG00141"	"GBR"	"male"	-0.0158703	-0.0141872
"HG00141_vss"	"VSS"	"male"	-0.0159588	-0.0141792
"HG00142"	"GBR"	"male"	-0.0154381	-0.0147141
"HG00142_vss"	"VSS"	"male"	-0.0155089	-0.0147021
"HG00143"	"GBR"	"male"	-0.0154265	-0.0149358
"HG00143_vss"	"VSS"	"male"	-0.0155177	-0.0149585
"HG00145_vss"	"VSS"	"male"	-0.0152053	-0.0138828
"HG00146"	"GBR"	"female"	-0.0158681	-0.0145376
"HG00146_vss"	"VSS"	"female"	-0.0158712	-0.0145398
"HG00148"	"GBR"	"male"	-0.0157614	-0.0144536
"HG00148_vss"	"VSS"	"male"	-0.0157984	-0.0144597
"HG00149"	"GBR"	"male"	-0.0153851	-0.0149607
"HG00149_vss"	"VSS"	"male"	-0.0154249	-0.0149913
"HG00150"	"GBR"	"female"	-0.0156214	-0.0138776
"HG00150_vss"	"VSS"	"female"	-0.0156708	-0.0138642
"HG00151"	"GBR"	"male"	-0.015491	-0.0134378
"HG00151_vss"	"VSS"	"male"	-0.0155244	-0.0134185
"HG00152"	"GBR"	"male"	-0.0154596	-0.0143749
"HG00154"	"GBR"	"female"	-0.0157855	-0.0150921
"HG00154_vss"	"VSS"	"female"	-0.0157531	-0.0150889
"HG00155"	"GBR"	"male"	-0.0158308	-0.0136486
"HG00155_vss"	"VSS"	"male"	-0.0158007	-0.013678
"HG00156"	"GBR"	"male"	-0.0154375	-0.0140542
"HG00157_vss"	"VSS"	"male"	-0.0151992	-0.01376
"HG00158"	"GBR"	"female"	-0.0151597	-0.0127872
"HG00158_vss"	"VSS"	"female"	-0.015149	-0.0127643
"HG00159"	"GBR"	"male"	-0.0152822	-0.014115
"HG00159_vss"	"VSS"	"male"	-0.015262	-0.0140973
"HG00160"	"GBR"	"male"	-0.0161012	-0.0145636
"HG00160_vss"	"VSS"	"male"	-0.0160933	-0.0145643
"HG00171"	"FIN"	"female"	-0.0157306	-0.00876676
"HG00171_vss"	"VSS"	"female"	-0.0157226	-0.00874954
"HG00173"	"FIN"	"female"	-0.015376	-0.00914662
"HG00173_vss"	"VSS"	"female"	-0.015434	-0.00915662
"HG00174"	"FIN"	"female"	-0.0154612	-0.0106497
"HG00174_vss"	"VSS"	"female"	-0.0154464	-0.0106262
"HG00176"	"FIN"	"female"	-0.0151355	-0.00869259
"HG00176_vss"	"VSS"	"female"	-0.0151068	-0.00868301
"HG00177"	"FIN"	"female"	-0.0149234	-0.00792763
"HG00177_vss"	"VSS"	"female"	-0.0149864	-0.00793239
"HG00178"	"FIN"	"female"	-0.0153173	-0.0101558
"HG00178_vss"	"VSS"	"female"	-0.015304	-0.0101511
"HG00179"	"FIN"	"female"	-0.014938	-0.00897003
"HG00179_vss"	"VSS"	"female"	-0.0149934	-0.00895233
"HG00180"	"FIN"	"female"	-0.014836	-0.00942241
"HG00180_vss"	"VSS"	"female"	-0.0148966	-0.00942602
"HG00181_vss"	"VSS"	"male"	-0.0137623	-0.0101814
"HG00182"	"FIN"	"male"	-0.0146799	-0.00902132
"HG00182_vss"	"VSS"	"male"	-0.0146709	-0.00898392
"HG00183"	"FIN"	"male"	-0.0153892	-0.00927495
"HG00183_vss"	"VSS"	"male"	-0.0153759	-0.00927466
"HG00185"	"FIN"	"male"	-0.0148305	-0.00840765
"HG00185_vss"	"VSS"	"male"	-0.0148116	-0.00837218
"HG00186"	"FIN"	"male"	-0.015164	-0.00938849
"HG00186_vss"	"VSS"	"male"	-0.0151437	-0.00934456
"HG00187"	"FIN"	"male"	-0.0144971	-0.00864992
"HG00187_vss"	"VSS"	"male"	-0.0144815	-0.00866915
"HG00188"	"FIN"	"male"	-0.0152139	-0.00992294
"HG00188_vss"	"VSS"	"male"	-0.0152255	-0.00988338
"HG00189"	"FIN"	"male"	-0.0153456	-0.00922539
"HG00189_vss"	"VSS"	"male"	-0.0153224	-0.00919579
"HG00190"	"FIN"	"male"	-0.015035	-0.0109443
"HG00190_vss"	"VSS"	"male"	-0.0150224	-0.0109173
"HG00231"	"GBR"	"female"	-0.0152892	-0.0138682
"HG00231_vss"	"VSS"	"female"	-0.0153337	-0.0138451
"HG00232"	"GBR"	"female"	-0.0156305	-0.0153574
"HG00232_vss"	"VSS"	"female"	-0.0156091	-0.0153193
"HG00233"	"GBR"	"female"	-0.0150951	-0.0148022
"HG00233_vss"	"VSS"	"female"	-0.0150978	-0.0147744
"HG00234"	"GBR"	"male"	-0.0156402	-0.0144108
"HG00234_vss"	"VSS"	"male"	-0.0157345	-0.0143968
"HG00235"	"GBR"	"female"	-0.0152099	-0.0140393
"HG00235_vss"	"VSS"	"female"	-0.0152973	-0.0140464
"HG00236"	"GBR"	"female"	-0.0152595	-0.0148224
"HG00236_vss"	"VSS"	"female"	-0.0152131	-0.0148101
"HG00237"	"GBR"	"female"	-0.0152179	-0.0140055
"HG00237_vss"	"VSS"	"female"	-0.0151962	-0.0139897
"HG00238"	"GBR"	"female"	-0.0151356	-0.0137482
"HG00238_vss"	"VSS"	"female"	-0.0151556	-0.0137461
"HG00239"	"GBR"	"female"	-0.0156376	-0.0150653
"HG00239_vss"	"VSS"	"female"	-0.0156058	-0.0150741
"HG00240"	"GBR"	"female"	-0.0154664	-0.0141482
"HG00240_vss"	"VSS"	"female"	-0.0155185	-0.0141431
"HG00242"	"GBR"	"male"	-0.0152202	-0.0140435
"HG00242_vss"	"VSS"	"male"	-0.0152248	-0.0140529
"HG00243"	"GBR"	"male"	-0.0153989	-0.0143448
"HG00243_vss"	"VSS"	"male"	-0.015382	-0.0143532
"HG00244"	"GBR"	"male"	-0.0154952	-0.0146054
"HG00244_vss"	"VSS"	"male"	-0.0155089	-0.014603
"HG00245"	"GBR"	"female"	-0.0149974	-0.0142069
"HG00245_vss"	"VSS"	"female"	-0.0149792	-0.0142331
"HG00246"	"GBR"	"male"	-0.0152469	-0.013902
"HG00246_vss"	"VSS"	"male"	-0.0152602	-0.01387
"HG00247"	"GBR"	"female"	-0.0150055	-0.0142181
"HG00249"	"GBR"	"female"	-0.0155722	-0.0140731
"HG00250"	"GBR"	"female"	-0.015637	-0.0139258
"HG00250_vss"	"VSS"	"female"	-0.0156309	-0.0139235
"HG00251"	"GBR"	"male"	-0.0154864	-0.0143684
"HG00251_vss"	"VSS"	"male"	-0.0154674	-0.0143894
"HG00252"	"GBR"	"male"	-0.015668	-0.0140688
"HG00252_vss"	"VSS"	"male"	-0.015656	-0.0140762
"HG00253"	"GBR"	"female"	-0.0155877	-0.0147608
"HG00253_vss"	"VSS"	"female"	-0.0155857	-0.014733
"HG00254"	"GBR"	"female"	-0.0149702	-0.0141771
"HG00254_vss"	"VSS"	"female"	-0.0149651	-0.014146
"HG00255"	"GBR"	"female"	-0.0151194	-0.014261
"HG00255_vss"	"VSS"	"female"	-0.0151394	-0.0142507
"HG00256"	"GBR"	"male"	-0.0160583	-0.0142657
"HG00256_vss"	"VSS"	"male"	-0.0160559	-0.0142648
"HG00257"	"GBR"	"female"	-0.0151827	-0.0142113
"HG00257_vss"	"VSS"	"female"	-0.0151719	-0.0142134
"HG00258"	"GBR"	"female"	-0.015474	-0.014284
"HG00258_vss"	"VSS"	"female"	-0.0154783	-0.0142834
"HG00259"	"GBR"	"female"	-0.0155168	-0.0144503
"HG00259_vss"	"VSS"	"female"	-0.0155279	-0.0144415
"HG00260"	"GBR"	"male"	-0.0156011	-0.0145933
"HG00260_vss"	"VSS"	"male"	-0.0155985	-0.0145836
"HG00261"	"GBR"	"female"	-0.0154915	-0.0139011
"HG00261_vss"	"VSS"	"female"	-0.0154486	-0.0139244
"HG00262"	"GBR"	"female"	-0.0160419	-0.0142221
"HG00262_vss"	"VSS"	"female"	-0.0160238	-0.0142318
"HG00263"	"GBR"	"female"	-0.0157181	-0.0145661
"HG00263_vss"	"VSS"	"female"	-0.0156954	-0.0145875
"HG00264"	"GBR"	"male"	-0.0152953	-0.0142418
"HG00264_vss"	"VSS"	"male"	-0.0152798	-0.0142219
"HG00265"	"GBR"	"male"	-0.0160255	-0.0151338
"HG00265_vss"	"VSS"	"male"	-0.0160219	-0.0151263
"HG00266"	"FIN"	"female"	-0.0146404	-0.00956616
"HG00266_vss"	"VSS"	"female"	-0.0147223	-0.00957165
"HG00267"	"FIN"	"male"	-0.0150759	-0.00890761
"HG00267_vss"	"VSS"	"male"	-0.0151081	-0.00889458
"HG00268"	"FIN"	"female"	-0.0152099	-0.0105823
"HG00268_vss"	"VSS"	"female"	-0.0152006	-0.0105442
"HG00269"	"FIN"	"female"	-0.0150722	-0.00961342
"HG00269_vss"	"VSS"	"female"	-0.0151339	-0.00959368
"HG00270"	"FIN"	"female"	-0.0154075	-0.00962611
"HG00271"	"FIN"	"male"	-0.0147444	-0.00816246
"HG00271_vss"	"VSS"	"male"	-0.01474	-0.00815457
"HG00272"	"FIN"	"female"	-0.0143816	-0.00833947
"HG00272_vss"	"VSS"	"female"	-0.0143671	-0.00834473
"HG00273"	"FIN"	"male"	-0.015254	-0.00988139
"HG00273_vss"	"VSS"	"male"	-0.0152294	-0.00986712
"HG00274"	"FIN"	"female"	-0.0157879	-0.0106264
"HG00274_vss"	"VSS"	"female"	-0.0157827	-0.0105995
"HG00275"	"FIN"	"female"	-0.0154028	-0.0108497
"HG00275_vss"	"VSS"	"female"	-0.0154065	-0.0108064
"HG00276"	"FIN"	"female"	-0.0147174	-0.00954025
"HG00276_vss"	"VSS"	"female"	-0.0147076	-0.00953356
"HG00277"	"FIN"	"male"	-0.0156057	-0.0111996
"HG00277_vss"	"VSS"	"male"	-0.0156009	-0.011186
"HG00278"	"FIN"	"male"	-0.0150128	-0.00998394
"HG00278_vss"	"VSS"	"male"	-0.0150314	-0.0100012
"HG00280"	"FIN"	"male"	-0.0149635	-0.00958215
"HG00280_vss"	"VSS"	"male"	-0.0149586	-0.00953965
"HG00281"	"FIN"	"female"	-0.015406	-0.00924406
"HG00281_vss"	"VSS"	"female"	-0.0153985	-0.0092085
"HG00282"	"FIN"	"female"	-0.0147926	-0.00909481
"HG00282_vss"	"VSS"	"female"	-0.0147979	-0.00908272
"HG00284"	"FIN"	"male"	-0.0156463	-0.00977877
"HG00284_vss"	"VSS"	"male"	-0.0156355	-0.00972085
"HG00285"	"FIN"	"female"	-0.0153306	-0.00850397
"HG00285_vss"	"VSS"	"female"	-0.0152847	-0.0084921
"HG00288_vss"	"VSS"	"female"	-0.0151298	-0.0093122
"HG00290_vss"	"VSS"	"male"	-0.0152157	-0.00836618
"HG00304_vss"	"VSS"	"female"	-0.0148283	-0.00950999
"HG00306"	"FIN"	"female"	-0.0153017	-0.0105448
"HG00306_vss"	"VSS"	"female"	-0.015302	-0.010536
"HG00308_vss"	"VSS"	"male"	-0.0147702	-0.00929833
"HG00309"	"FIN"	"female"	-0.0149722	-0.0091289
"HG00309_vss"	"VSS"	"female"	-0.0149694	-0.00910425
"HG00310"	"FIN"	"male"	-0.0155486	-0.0107465
"HG00310_vss"	"VSS"	"male"	-0.0155425	-0.0107437
"HG00311"	"FIN"	"male"	-0.0156629	-0.0109975
"HG00311_vss"	"VSS"	"male"	-0.0156515	-0.0109842
"HG00312"	"FIN"	"male"	-0.0154129	-0.0103782
"HG00313"	"FIN"	"female"	-0.0150854	-0.009035
"HG00313_vss"	"VSS"	"female"	-0.0150652	-0.00901458
"HG00315"	"FIN"	"female"	-0.0150785	-0.00927016
"HG00315_vss"	"VSS"	"female"	-0.0150692	-0.0092912
"HG00318"	"FIN"	"female"	-0.0154697	-0.010425
"HG00318_vss"	"VSS"	"female"	-0.0154558	-0.0104012
"HG00319"	"FIN"	"female"	-0.0149523	-0.00925545
"HG00319_vss"	"VSS"	"female"	-0.0149539	-0.00925187
"HG00320"	"FIN"	"female"	-0.0151138	-0.0103541
"HG00320_vss"	"VSS"	"female"	-0.0151077	-0.0103828
"HG00321"	"FIN"	"male"	-0.0152018	-0.00859313
"HG00321_vss"	"VSS"	"male"	-0.0151814	-0.0085975
"HG00323"	"FIN"	"female"	-0.0150518	-0.00951185
"HG00323_vss"	"VSS"	"female"	-0.0150475	-0.00950611
"HG00324"	"FIN"	"female"	-0.0148499	-0.00915429
"HG00324_vss"	"VSS"	"female"	-0.0148389	-0.00915574
"HG00325"	"FIN"	"male"	-0.0158379	-0.00770832
"HG00325_vss"	"VSS"	"male"	-0.0158275	-0.00769411
"HG00326"	"FIN"	"female"	-0.0154345	-0.00988481
"HG00326_vss"	"VSS"	"female"	-0.015412	-0.00987204
"HG00327"	"FIN"	"female"	-0.0152197	-0.00908266
"HG00327_vss"	"VSS"	"female"	-0.0152059	-0.00907642
"HG00328"	"FIN"	"female"	-0.0154615	-0.0102713
"HG00328_vss"	"VSS"	"female"	-0.0154613	-0.0102544
"HG00329"	"FIN"	"male"	-0.0154261	-0.0106119
"HG00329_vss"	"VSS"	"male"	-0.0153975	-0.0106143
"HG00330"	"FIN"	"female"	-0.0147511	-0.00971809
"HG00330_vss"	"VSS"	"female"	-0.0147082	-0.00970287
"HG00331"	"FIN"	"female"	-0.0153171	-0.0104462
"HG00331_vss"	"VSS"	"female"	-0.0153089	-0.0104448
"HG00332"	"FIN"	"female"	-0.014959	-0.00975857
"HG00332_vss"	"VSS"	"female"	-0.0149548	-0.00977055
"HG00334"	"FIN"	"female"	-0.0155394	-0.0113334
"HG00334_vss"	"VSS"	"female"	-0.0155295	-0.0113198
"HG00335"	"FIN"	"male"	-0.0155087	-0.00986785
"HG00335_vss"	"VSS"	"male"	-0.0154997	-0.00983633
"HG00336"	"FIN"	"male"	-0.0147317	-0.00919008
"HG00336_vss"	"VSS"	"male"	-0.0147134	-0.00917941
"HG00337"	"FIN"	"female"	-0.0158156	-0.0114568
"HG00337_vss"	"VSS"	"female"	-0.0158082	-0.0114686
"HG00338"	"FIN"	"male"	-0.0149942	-0.0104389
"HG00338_vss"	"VSS"	"male"	-0.0149777	-0.0104216
"HG00339"	"FIN"	"female"	-0.014871	-0.00885081
"HG00339_vss"	"VSS"	"female"	-0.0148674	-0.00882236
"HG00341"	"FIN"	"male"	-0.0140936	-0.0103638
"HG00341_vss"	"VSS"	"male"	-0.0140928	-0.0103762
"HG00342"	"FIN"	"male"	-0.0153797	-0.00861705
"HG00342_vss"	"VSS"	"male"	-0.0153748	-0.00860113
"HG00343"	"FIN"	"female"	-0.0151393	-0.00985617
"HG00343_vss"	"VSS"	"female"	-0.0151228	-0.00984335
"HG00344"	"FIN"	"female"	-0.0158223	-0.0115667
"HG00344_vss"	"VSS"	"female"	-0.0158258	-0.0115615
"HG00345"	"FIN"	"male"	-0.0149917	-0.00969325
"HG00345_vss"	"VSS"	"male"	-0.0149914	-0.00968959
"HG00346"	"FIN"	"female"	-0.0153603	-0.0102864
"HG00346_vss"	"VSS"	"female"	-0.0153368	-0.0102908
"HG00349"	"FIN"	"female"	-0.0150239	-0.00920592
"HG00349_vss"	"VSS"	"female"	-0.0151388	-0.00921008
"HG00350"	"FIN"	"female"	-0.0149479	-0.012171
"HG00350_vss"	"VSS"	"female"	-0.0150731	-0.0122076
"HG00351"	"FIN"	"male"	-0.0149109	-0.010012
"HG00351_vss"	"VSS"	"male"	-0.0150142	-0.0100723
"HG00353"	"FIN"	"female"	-0.0156314	-0.0099664
"HG00353_vss"	"VSS"	"female"	-0.0156243	-0.00996179
"HG00355"	"FIN"	"female"	-0.0155577	-0.0111182
"HG00355_vss"	"VSS"	"female"	-0.015704	-0.0111202
"HG00356"	"FIN"	"female"	-0.0148067	-0.0103944
"HG00356_vss"	"VSS"	"female"	-0.0149218	-0.010423
"HG00357"	"FIN"	"female"	-0.0156707	-0.0100722
"HG00357_vss"	"VSS"	"female"	-0.0156706	-0.0100785
"HG00358"	"FIN"	"male"	-0.0146807	-0.00874418
"HG00358_vss"	"VSS"	"male"	-0.0148083	-0.00878277
"HG00359"	"FIN"	"female"	-0.0148739	-0.00994388
"HG00360"	"FIN"	"male"	-0.014945	-0.0108417
"HG00360_vss"	"VSS"	"male"	-0.0150648	-0.0108711
"HG00361"	"FIN"	"female"	-0.0150711	-0.00841401
"HG00361_vss"	"VSS"	"female"	-0.0151007	-0.00840462
"HG00362"	"FIN"	"female"	-0.0150358	-0.00969623
"HG00362_vss"	"VSS"	"female"	-0.0150983	-0.00970149
"HG00364"	"FIN"	"female"	-0.0152154	-0.00939755
"HG00364_vss"	"VSS"	"female"	-0.0153123	-0.00940048
"HG00365_vss"	"VSS"	"female"	-0.0147953	-0.0091442
"HG00366"	"FIN"	"male"	-0.0150157	-0.00929809
"HG00366_vss"	"VSS"	"male"	-0.0150088	-0.00926191
"HG00367"	"FIN"	"female"	-0.0151869	-0.00858033
"HG00367_vss"	"VSS"	"female"	-0.015162	-0.0085305
"HG00368_vss"	"VSS"	"female"	-0.0146662	-0.00851307
"HG00369"	"FIN"	"male"	-0.0153843	-0.00908358
"HG00369_vss"	"VSS"	"male"	-0.0154093	-0.00911106
"HG00371_vss"	"VSS"	"male"	-0.0147482	-0.00916804
"HG00372"	"FIN"	"male"	-0.0161329	-0.00963532
"HG00372_vss"	"VSS"	"male"	-0.0160931	-0.00962869
"HG00373"	"FIN"	"female"	-0.0152672	-0.00800842
"HG00373_vss"	"VSS"	"female"	-0.0152315	-0.00798607
"HG00375"	"FIN"	"male"	-0.0152267	-0.00999626
"HG00375_vss"	"VSS"	"male"	-0.0152129	-0.00994128
"HG00376"	"FIN"	"female"	-0.0156212	-0.0109235
"HG00376_vss"	"VSS"	"female"	-0.0156459	-0.0109236
"HG00377"	"FIN"	"female"	-0.0149255	-0.00838965
"HG00378"	"FIN"	"female"	-0.0150037	-0.00962527
"HG00378_vss"	"VSS"	"female"	-0.015008	-0.00960307
"HG00379_vss"	"VSS"	"female"	-0.0153196	-0.00945577
"HG00380_vss"	"VSS"	"female"	-0.0149295	-0.0122809
"HG00381"	"FIN"	"female"	-0.0159627	-0.0104778
"HG00381_vss"	"VSS"	"female"	-0.0159808	-0.0104782
"HG00382"	"FIN"	"male"	-0.0147499	-0.00912572
"HG00382_vss"	"VSS"	"male"	-0.0147715	-0.00912538
"HG00383"	"FIN"	"female"	-0.0151525	-0.00947504
"HG00383_vss"	"VSS"	"female"	-0.0151457	-0.00943719
"HG00384"	"FIN"	"female"	-0.0158367	-0.0101438
"HG00384_vss"	"VSS"	"female"	-0.0158621	-0.0101506
"HG00403"	"CHS"	"SH001"	0.00122591	0.0519915
"HG00403_vss"	"VSS"	"male"	0.00125788	0.052062
"HG00404"	"CHS"	"SH001"	0.000478688	0.0526682
"HG00404_vss"	"VSS"	"female"	0.000501342	0.0526832
"HG00406"	"CHS"	"SH002"	0.00138626	0.0532242
"HG00406_vss"	"VSS"	"male"	0.00137144	0.0532784
"HG00407"	"CHS"	"SH002"	0.000835042	0.0518366
"HG00407_vss"	"VSS"	"female"	0.000829894	0.0518974
"HG00409_vss"	"VSS"	"male"	0.000288802	0.0520643
"HG00418"	"CHS"	"SH006"	0.000580536	0.0523395
"HG00419"	"CHS"	"SH006"	0.000814704	0.0518866
"HG00421"	"CHS"	"SH007"	0.000916608	0.0522848
"HG00422"	"CHS"	"SH007"	0.00067969	0.052135
"HG00427"	"CHS"	"SH009"	0.00102427	0.0520814
"HG00428"	"CHS"	"SH009"	0.000296477	0.0516848
"HG00436"	"CHS"	"SH012"	0.000996141	0.0524018
"HG00437"	"CHS"	"SH012"	0.000624205	0.0524232
"HG00442"	"CHS"	"SH014"	0.000717748	0.0527662
"HG00443"	"CHS"	"SH014"	0.00071775	0.0518719
"HG00445"	"CHS"	"SH015"	0.000445561	0.0510374
"HG00446"	"CHS"	"SH015"	0.000484244	0.0520946
"HG00448"	"CHS"	"SH016"	0.000969101	0.0514898
"HG00449"	"CHS"	"SH016"	0.00101867	0.0519593
"HG00451"	"CHS"	"SH017"	0.000836331	0.0524408
"HG00452"	"CHS"	"SH017"	0.00110672	0.0516642
"HG00457"	"CHS"	"SH019"	0.00100066	0.0522917
"HG00458"	"CHS"	"SH019"	0.000479981	0.0519244
"HG00463"	"CHS"	"SH021"	0.000723389	0.0520154
"HG00464"	"CHS"	"SH021"	0.000651548	0.0517787
"HG00472"	"CHS"	"SH024"	0.000995678	0.0521379
"HG00473"	"CHS"	"SH024"	0.000919945	0.0520032
"HG00475"	"CHS"	"SH025"	0.000403003	0.0517217
"HG00476"	"CHS"	"SH025"	0.000683427	0.0524808
"HG00478"	"CHS"	"SH026"	0.000944511	0.0528615
"HG00479"	"CHS"	"SH026"	0.00028192	0.0519948
"HG00500"	"CHS"	"SH028"	0.000500864	0.052122
"HG00501"	"CHS"	"SH028"	0.000926787	0.053149
"HG00512"	"CHS"	"SH032"	0.000651031	0.0525759
"HG00513"	"CHS"	"SH032"	0.00110242	0.0524681
"HG00524"	"CHS"	"SH036"	0.000750645	0.052357
"HG00525"	"CHS"	"SH036"	0.000514897	0.0509779
"HG00530"	"CHS"	"SH038"	0.000840931	0.0520535
"HG00531"	"CHS"	"SH038"	0.000608226	0.0521894
"HG00533"	"CHS"	"SH039"	0.000495707	0.0519174
"HG00534"	"CHS"	"SH039"	0.000549554	0.0520166
"HG00536"	"CHS"	"SH040"	0.000658998	0.0522725
"HG00537"	"CHS"	"SH040"	0.00081991	0.0527581
"HG00542"	"CHS"	"SH042"	0.000386238	0.0528889
"HG00543"	"CHS"	"SH042"	0.000829552	0.0519142
"HG00551_vss"	"VSS"	"female"	-0.00663428	-0.00778121
"HG00553"	"PUR"	"PR02"	0.00127053	-0.00538744
"HG00553_vss"	"VSS"	"male"	0.00130143	-0.00536951
"HG00554"	"PUR"	"PR02"	-0.0069361	-0.00891967
"HG00554_vss"	"VSS"	"female"	-0.00693296	-0.0088941
"HG00556"	"CHS"	"SH045"	0.000197306	0.0516493
"HG00557"	"CHS"	"SH045"	0.000785876	0.0522457
"HG00559"	"CHS"	"SH046"	0.000921834	0.0519335
"HG00560"	"CHS"	"SH046"	0.00107583	0.0524853
"HG00565"	"CHS"	"SH048"	0.000982263	0.0526859
"HG00566"	"CHS"	"SH048"	0.000993225	0.0525665
"HG00577"	"CHS"	"SH052"	0.000871312	0.0525759
"HG00578"	"CHS"	"SH052"	0.00105404	0.0527035
"HG00580"	"CHS"	"SH053"	0.000895802	0.051879
"HG00581"	"CHS"	"SH053"	0.000750628	0.0524049
"HG00583"	"CHS"	"SH054"	0.00112004	0.0522911
"HG00584"	"CHS"	"SH054"	0.00144517	0.0523351
"HG00589"	"CHS"	"SH056"	0.000669939	0.0521537
"HG00590"	"CHS"	"SH056"	0.000167804	0.0506875
"HG00592"	"CHS"	"SH057"	0.000328271	0.0508792
"HG00593"	"CHS"	"SH057"	0.00110628	0.0528236
"HG00595"	"CHS"	"SH058"	0.000574187	0.0521075
"HG00596"	"CHS"	"SH058"	0.00102265	0.0534823
"HG00607"	"CHS"	"SH062"	0.000794401	0.0521773
"HG00608"	"CHS"	"SH062"	0.000902753	0.052584
"HG00610"	"CHS"	"SH063"	0.000927854	0.0522141
"HG00611"	"CHS"	"SH063"	0.000610607	0.0520593
"HG00613"	"CHS"	"SH064"	0.000729552	0.0524535
"HG00614"	"CHS"	"SH064"	0.00107834	0.0521048
"HG00619"	"CHS"	"SH066"	0.000955678	0.0518635
"HG00620"	"CHS"	"SH066"	0.000565917	0.0527861
"HG00625"	"CHS"	"SH068"	0.000819297	0.0509573
"HG00626"	"CHS"	"SH068"	0.00067929	0.0534173
"HG00628"	"CHS"	"SH069"	0.00110191	0.0514609
"HG00629"	"CHS"	"SH069"	0.000921461	0.0523374
"HG00634"	"CHS"	"SH071"	0.000746072	0.0519906
"HG00635"	"CHS"	"SH071"	0.000413759	0.0522537
"HG00637"	"PUR"	"PR03"	-0.00174205	-0.0073449
"HG00637_vss"	"VSS"	"male"	-0.00172277	-0.00733967
"HG00638"	"PUR"	"PR03"	1.89215e-05	-0.00774889
"HG00638_vss"	"VSS"	"female"	2.02936e-05	-0.00775599
"HG00640"	"PUR"	"PR04"	-0.00778114	-0.00833261
"HG00641"	"PUR"	"PR04"	-0.00619563	-0.00628919
"HG00650"	"CHS"	"SH072"	0.000787943	0.0519719
"HG00651"	"CHS"	"SH072"	0.000466929	0.052269
"HG00653"	"CHS"	"SH073"	0.000961857	0.0514108
"HG00654"	"CHS"	"SH073"	0.000836686	0.0514314
"HG00656"	"CHS"	"SH074"	0.00127662	0.0520581
"HG00657"	"CHS"	"SH074"	0.000803087	0.0520961
"HG00662"	"CHS"	"SH076"	0.000797432	0.051552
"HG00663"	"CHS"	"SH076"	0.000415903	0.0518923
"HG00671"	"CHS"	"SH079"	0.000909839	0.051662
"HG00672"	"CHS"	"SH079"	0.000821288	0.0517839
"HG00683"	"CHS"	"SH083"	0.000704869	0.0516206
"HG00684"	"CHS"	"SH083"	0.00121841	0.0515499
